"contrast","estimate","SE","df","lower.CL","upper.CL","p.value","boot_t0","boot_bias","boot_SE","boot_CI_low","boot_CI_high"
"asymmetry",0.118839894441413,0.3674232780221,137,-0.607714363648069,0.845394152530895,0.746854182024852,0.118839894441414,-0.0692206239665487,0.239780996341797,-0.321638882258622,0.581583141296868
